dataset,rows,features,task,model_name,test_score,test_accuracy,hyperparameters
conn-bench-sonar-mines-rocks,208,60,CLASSIFICATION,snn_conn-bench-sonar-mines-rocks,0.6716482639312744,0.8125,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
conn-bench-vowel-deterding,990,11,CLASSIFICATION,snn_conn-bench-vowel-deterding,13.521891958761534,0.1610738257533752,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
connect-4,67557,42,CLASSIFICATION,snn_connect-4,0.4109296274739232,0.8817840931400031,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
contrac,1473,9,CLASSIFICATION,snn_contrac,0.9144516786838548,0.5882352933085342,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
credit-approval,690,15,CLASSIFICATION,snn_credit-approval,0.577265033355126,0.8221153846153846,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
cylinder-bands,512,35,CLASSIFICATION,snn_cylinder-bands,0.6776559848289985,0.7467532444309879,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
dermatology,366,34,CLASSIFICATION,snn_dermatology,0.8321167783303695,0.9272727359424938,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
echocardiogram,131,10,CLASSIFICATION,snn_echocardiogram,1.8258596658706665,0.675000011920929,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
ecoli,336,7,CLASSIFICATION,snn_ecoli,0.26724331080913544,0.9215686216073876,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
energy-y1,768,8,CLASSIFICATION,snn_energy-y1,7.086403912511366,0.5603448316968721,"{'nlayers': 32, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
energy-y2,768,8,CLASSIFICATION,snn_energy-y2,3.0568801616800236,0.8103448275862069,"{'nlayers': 32, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
fertility,100,9,CLASSIFICATION,snn_fertility,0.5405716300010681,0.7333333492279053,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
flags,194,28,CLASSIFICATION,snn_flags,12.894475936889648,0.20000000298023224,"{'nlayers': 32, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
glass,214,9,CLASSIFICATION,snn_glass,2.1926215164591225,0.6060606060606061,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
haberman-survival,306,3,CLASSIFICATION,snn_haberman-survival,0.5407380772673566,0.7282608617906985,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
hayes-roth,160,3,CLASSIFICATION,snn_hayes-roth,0.23643267154693606,0.875,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
heart-cleveland,303,13,CLASSIFICATION,snn_heart-cleveland,2.1606400997742363,0.5217391382093015,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
heart-hungarian,294,12,CLASSIFICATION,snn_heart-hungarian,0.972447379430135,0.766666673289405,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
heart-switzerland,123,12,CLASSIFICATION,snn_heart-switzerland,2.276438474655152,0.4210526347160339,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
heart-va,200,12,CLASSIFICATION,snn_heart-va,6.134036064147949,0.2666666805744171,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
hepatitis,155,19,CLASSIFICATION,snn_hepatitis,1.1593656539916992,0.75,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
hill-valley,1212,100,CLASSIFICATION,snn_hill-valley,0.6005959857951154,0.6923076942726806,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
horse-colic,368,25,CLASSIFICATION,snn_horse-colic,0.5394905464989799,0.7946428486279079,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
ilpd-indian-liver,583,9,CLASSIFICATION,snn_ilpd-indian-liver,0.5613736428997733,0.7443181818181818,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
image-segmentation,2310,18,CLASSIFICATION,snn_image-segmentation,0.7061486726959559,0.9106628230050936,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
ionosphere,351,33,CLASSIFICATION,snn_ionosphere,0.22342951423576415,0.9245283018867924,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
iris,150,4,CLASSIFICATION,snn_iris,0.07313434779644012,0.95652174949646,"{'nlayers': 2, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
led-display,1000,7,CLASSIFICATION,snn_led-display,9.993219089508056,0.3800000023841858,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
lenses,24,4,CLASSIFICATION,snn_lenses,1.9036836624145508,0.75,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
letter,20000,16,CLASSIFICATION,snn_letter,0.11711613224981315,0.9736666666666668,"{'nlayers': 32, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
libras,360,90,CLASSIFICATION,snn_libras,0.5221284031867981,0.8888888933040477,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
low-res-spect,531,100,CLASSIFICATION,snn_low-res-spect,0.6083092346797911,0.925,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
lung-cancer,32,56,CLASSIFICATION,snn_lung-cancer,1.6222623586654663,0.6000000238418579,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
lymphography,148,18,CLASSIFICATION,snn_lymphography,1.27505624294281,0.782608687877655,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
magic,19020,10,CLASSIFICATION,snn_magic,0.33129411770760114,0.8755695759059252,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
mammographic,961,5,CLASSIFICATION,snn_mammographic,0.4861192414472843,0.8000000012331996,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
miniboone,130064,50,CLASSIFICATION,snn_miniboone,0.17166621427790196,0.9315991798894092,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
molec-biol-promoter,106,57,CLASSIFICATION,snn_molec-biol-promoter,1.3994731903076172,0.59375,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
molec-biol-splice,3190,60,CLASSIFICATION,snn_molec-biol-splice,1.0448068349246942,0.8872651339572755,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
monks-1,556,6,CLASSIFICATION,snn_monks-1,0.07941960828057268,0.9761904761904762,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
monks-2,601,6,CLASSIFICATION,snn_monks-2,0.24191607846008556,0.9175824260973668,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
monks-3,554,6,CLASSIFICATION,snn_monks-3,0.10592096015101388,0.9642857142857144,"{'nlayers': 2, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
mushroom,8124,21,CLASSIFICATION,snn_mushroom,1.0960467021120457e-07,1.0,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
musk-1,476,166,CLASSIFICATION,snn_musk-1,0.2710865746355719,0.9583333333333334,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
musk-2,6598,166,CLASSIFICATION,snn_musk-2,0.04116463647802043,0.9929292929292928,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
nursery,12960,8,CLASSIFICATION,snn_nursery,10.720523304409449,0.3348765432098765,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
oocytes_merluccius_nucleus_4d,1022,41,CLASSIFICATION,snn_oocytes_merluccius_nucleus_4d,0.4196125729517503,0.8116883085919665,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
oocytes_merluccius_states_2f,1022,25,CLASSIFICATION,snn_oocytes_merluccius_states_2f,0.20422397960316047,0.9545454553195408,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
oocytes_trisopterus_nucleus_2f,912,25,CLASSIFICATION,snn_oocytes_trisopterus_nucleus_2f,0.5136927679507401,0.8211678840818196,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
oocytes_trisopterus_states_5b,912,32,CLASSIFICATION,snn_oocytes_trisopterus_states_5b,0.1010810860031604,0.9708029197080292,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
optical,5620,62,CLASSIFICATION,snn_optical,0.09594007595730497,0.9916963226571768,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
ozone,2536,72,CLASSIFICATION,snn_ozone,0.24991564014242115,0.9685039355998902,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
page-blocks,5473,10,CLASSIFICATION,snn_page-blocks,0.08032914890877077,0.9756394640682094,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
parkinsons,195,22,CLASSIFICATION,snn_parkinsons,0.2439458519220352,0.8666666746139526,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
pendigits,10992,16,CLASSIFICATION,snn_pendigits,14.671474104581131,0.08975136447234758,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
pima,768,8,CLASSIFICATION,snn_pima,0.5264836981378752,0.7370689655172413,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
pittsburg-bridges-MATERIAL,106,7,CLASSIFICATION,snn_pittsburg-bridges-MATERIAL,2.874344110488892,0.6875,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
pittsburg-bridges-REL-L,103,7,CLASSIFICATION,snn_pittsburg-bridges-REL-L,3.8971896171569824,0.4375,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
pittsburg-bridges-SPAN,92,7,CLASSIFICATION,snn_pittsburg-bridges-SPAN,7.563374042510986,0.5,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
pittsburg-bridges-T-OR-D,102,7,CLASSIFICATION,snn_pittsburg-bridges-T-OR-D,2.766767978668213,0.6875,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
pittsburg-bridges-TYPE,105,7,CLASSIFICATION,snn_pittsburg-bridges-TYPE,2.0646710395812993,0.5625,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
planning,182,12,CLASSIFICATION,snn_planning,1.2412649393081665,0.5535714030265808,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
plant-margin,1600,64,CLASSIFICATION,snn_plant-margin,0.6843205491701762,0.8458333333333333,"{'nlayers': 2, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
plant-shape,1600,64,CLASSIFICATION,snn_plant-shape,1.2991932551066079,0.7416666666666667,"{'nlayers': 32, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
plant-texture,1599,64,CLASSIFICATION,snn_plant-texture,1.0176927149295807,0.8583333333333333,"{'nlayers': 2, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
post-operative,90,8,CLASSIFICATION,snn_post-operative,6.201077461242676,0.5714285969734192,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
primary-tumor,330,17,CLASSIFICATION,snn_primary-tumor,1.9758522653579709,0.52,"{'nlayers': 2, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
ringnorm,7400,20,CLASSIFICATION,snn_ringnorm,0.149783471323673,0.9792792792792792,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
seeds,210,7,CLASSIFICATION,snn_seeds,0.29916757345199585,0.90625,"{'nlayers': 2, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
semeion,1593,256,CLASSIFICATION,snn_semeion,13.150747486736984,0.18410041884647751,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
soybean,683,35,CLASSIFICATION,snn_soybean,0.4947330763080899,0.9029126213592232,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
spambase,4601,57,CLASSIFICATION,snn_spambase,0.3607795417912617,0.9392185244822469,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
spectf,267,44,CLASSIFICATION,snn_spectf,0.4892646466813436,0.7317073199807144,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
spect,265,22,CLASSIFICATION,snn_spect,1.8856423377990723,0.65,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
statlog-australian-credit,690,14,CLASSIFICATION,snn_statlog-australian-credit,0.6337736524068392,0.7019230769230769,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
statlog-german-credit,1000,24,CLASSIFICATION,snn_statlog-german-credit,0.9036053244272868,0.7699999976158142,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
statlog-heart,270,13,CLASSIFICATION,snn_statlog-heart,1.0633927031261166,0.8536585380391377,"{'nlayers': 4, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
statlog-image,2310,18,CLASSIFICATION,snn_statlog-image,14.306551545772498,0.11239193085720628,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.1, 'layerForm': 'rect', 'dR': 0.05, 'activationFn': 1}"
statlog-landsat,6435,36,CLASSIFICATION,snn_statlog-landsat,0.2875023599613774,0.932712215197506,"{'nlayers': 32, 'dropoutFn': 'dropToValue', 'nstart': 512, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
statlog-shuttle,58000,9,CLASSIFICATION,snn_statlog-shuttle,0.03861339182922775,0.9973563218390804,"{'nlayers': 2, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.0, 'activationFn': 1}"
statlog-vehicle,846,18,CLASSIFICATION,snn_statlog-vehicle,0.6984273997817453,0.8582677104341703,"{'nlayers': 8, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.1, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
steel-plates,1941,27,CLASSIFICATION,snn_steel-plates,1.3128352765351126,0.7671232876712328,"{'nlayers': 16, 'dropoutFn': 'dropToValue', 'nstart': 1024, 'learningrate': 0.01, 'layerForm': 'rect', 'dR': 0.0, 'activationFn': 1}"
synthetic-control,600,60,CLASSIFICATION,snn_synthetic-control,0.03037443790170882,0.9888888809416028,"{'nlayers': 3, 'dropoutFn': 'dropToValue', 'nstart': 256, 'learningrate': 0.01, 'layerForm': 'cone', 'dR': 0.05, 'activationFn': 1}"
