"dataset","layerForm","nhidden","testAccuracy","valAccuracy","nlayers","learningrate"
"oocytes_merluccius_states_2f","rect",1024,0.925490200519562,0.810126572847366,8,0.01
"oocytes_merluccius_states_2f","cone",256,0.850980401039124,0.783544313907623,4,0.01
"oocytes_merluccius_states_2f","cone",1024,0.690196096897125,0.696202516555786,32,0.1
"oocytes_merluccius_states_2f","cone",256,0.690196096897125,0.696202516555786,32,0.1
"oocytes_merluccius_states_2f","cone",512,0.690196096897125,0.696202516555786,32,1
"oocytes_merluccius_states_2f","cone",256,0.690196096897125,0.696202516555786,32,1
"oocytes_merluccius_states_2f","cone",1024,0.690196096897125,0.696202516555786,16,0.01
"oocytes_merluccius_states_2f","rect",1024,0.690196096897125,0.696202516555786,16,0.1
"oocytes_merluccius_states_2f","cone",512,0.690196096897125,0.696202516555786,16,0.1
"oocytes_merluccius_states_2f","cone",1024,0.690196096897125,0.696202516555786,16,1
"oocytes_merluccius_states_2f","cone",512,0.690196096897125,0.696202516555786,16,1
"oocytes_merluccius_states_2f","cone",1024,0.690196096897125,0.696202516555786,8,0.01
"oocytes_merluccius_states_2f","cone",512,0.690196096897125,0.696202516555786,8,0.01
"oocytes_merluccius_states_2f","rect",512,0.690196096897125,0.696202516555786,8,0.01
"oocytes_merluccius_states_2f","cone",256,0.690196096897125,0.696202516555786,8,0.01
"oocytes_merluccius_states_2f","rect",1024,0.690196096897125,0.696202516555786,8,0.1
"oocytes_merluccius_states_2f","cone",512,0.690196096897125,0.696202516555786,8,0.1
"oocytes_merluccius_states_2f","cone",256,0.690196096897125,0.696202516555786,8,0.1
"oocytes_merluccius_states_2f","cone",256,0.690196096897125,0.696202516555786,8,1
"oocytes_merluccius_states_2f","cone",1024,0.690196096897125,0.696202516555786,4,0.01
"oocytes_merluccius_states_2f","cone",512,0.690196096897125,0.696202516555786,4,0.01
"oocytes_merluccius_states_2f","cone",512,0.690196096897125,0.696202516555786,4,0.1
"oocytes_merluccius_states_2f","cone",1024,0.690196096897125,0.696202516555786,4,1
"oocytes_merluccius_states_2f","rect",1024,0.690196096897125,0.696202516555786,4,1
"oocytes_merluccius_states_2f","rect",1024,0.690196096897125,0.696202516555786,3,0.1
"oocytes_merluccius_states_2f","cone",512,0.690196096897125,0.696202516555786,3,0.1
"oocytes_merluccius_states_2f","cone",512,0.690196096897125,0.696202516555786,3,1
"oocytes_merluccius_states_2f","rect",256,0.690196096897125,0.696202516555786,3,1
"oocytes_merluccius_states_2f","rect",1024,0.690196096897125,0.696202516555786,2,1
"oocytes_merluccius_states_2f","cone",1024,0.250980406999588,0.227848097681999,32,0.01
"oocytes_merluccius_states_2f","rect",1024,0.250980406999588,0.227848097681999,32,0.01
"oocytes_merluccius_states_2f","rect",512,0.250980406999588,0.227848097681999,32,0.01
"oocytes_merluccius_states_2f","cone",256,0.250980406999588,0.227848097681999,32,0.01
"oocytes_merluccius_states_2f","rect",256,0.250980406999588,0.227848097681999,32,0.01
"oocytes_merluccius_states_2f","rect",1024,0.250980406999588,0.227848097681999,32,0.1
"oocytes_merluccius_states_2f","cone",512,0.250980406999588,0.227848097681999,32,0.1
"oocytes_merluccius_states_2f","rect",512,0.250980406999588,0.227848097681999,32,0.1
"oocytes_merluccius_states_2f","rect",256,0.250980406999588,0.227848097681999,32,0.1
"oocytes_merluccius_states_2f","cone",1024,0.250980406999588,0.227848097681999,32,1
"oocytes_merluccius_states_2f","rect",1024,0.250980406999588,0.227848097681999,32,1
"oocytes_merluccius_states_2f","rect",512,0.250980406999588,0.227848097681999,32,1
"oocytes_merluccius_states_2f","rect",256,0.250980406999588,0.227848097681999,32,1
"oocytes_merluccius_states_2f","rect",1024,0.250980406999588,0.227848097681999,16,0.01
"oocytes_merluccius_states_2f","rect",512,0.250980406999588,0.227848097681999,16,0.01
"oocytes_merluccius_states_2f","cone",256,0.25098043680191,0.227848097681999,16,0.01
"oocytes_merluccius_states_2f","rect",256,0.250980406999588,0.227848097681999,16,0.01
"oocytes_merluccius_states_2f","cone",1024,0.250980406999588,0.227848097681999,16,0.1
"oocytes_merluccius_states_2f","rect",512,0.250980406999588,0.227848097681999,16,0.1
"oocytes_merluccius_states_2f","cone",256,0.250980406999588,0.227848097681999,16,0.1
"oocytes_merluccius_states_2f","rect",256,0.250980406999588,0.227848097681999,16,0.1
"oocytes_merluccius_states_2f","rect",1024,0.250980406999588,0.227848097681999,16,1
"oocytes_merluccius_states_2f","rect",512,0.25098043680191,0.227848097681999,16,1
"oocytes_merluccius_states_2f","cone",256,0.250980406999588,0.227848097681999,16,1
"oocytes_merluccius_states_2f","rect",256,0.250980406999588,0.227848097681999,16,1
"oocytes_merluccius_states_2f","rect",256,0.250980406999588,0.227848097681999,8,0.01
"oocytes_merluccius_states_2f","cone",1024,0.250980406999588,0.227848097681999,8,0.1
"oocytes_merluccius_states_2f","rect",512,0.250980406999588,0.227848097681999,8,0.1
"oocytes_merluccius_states_2f","rect",256,0.250980406999588,0.227848097681999,8,0.1
"oocytes_merluccius_states_2f","cone",1024,0.250980406999588,0.227848097681999,8,1
"oocytes_merluccius_states_2f","rect",1024,0.250980406999588,0.227848097681999,8,1
"oocytes_merluccius_states_2f","cone",512,0.250980406999588,0.227848097681999,8,1
"oocytes_merluccius_states_2f","rect",512,0.250980406999588,0.227848097681999,8,1
"oocytes_merluccius_states_2f","rect",256,0.250980406999588,0.227848097681999,8,1
"oocytes_merluccius_states_2f","rect",1024,0.250980406999588,0.227848097681999,4,0.1
"oocytes_merluccius_states_2f","rect",512,0.250980406999588,0.227848097681999,4,0.1
"oocytes_merluccius_states_2f","rect",256,0.250980406999588,0.227848097681999,4,0.1
"oocytes_merluccius_states_2f","cone",512,0.25098043680191,0.227848097681999,4,1
"oocytes_merluccius_states_2f","rect",512,0.250980406999588,0.227848097681999,4,1
"oocytes_merluccius_states_2f","cone",256,0.250980406999588,0.227848097681999,4,1
"oocytes_merluccius_states_2f","rect",256,0.250980406999588,0.227848097681999,4,1
"oocytes_merluccius_states_2f","rect",256,0.250980406999588,0.227848097681999,3,0.1
"oocytes_merluccius_states_2f","cone",1024,0.250980406999588,0.227848097681999,3,1
"oocytes_merluccius_states_2f","rect",1024,0.250980406999588,0.227848097681999,3,1
"oocytes_merluccius_states_2f","rect",512,0.250980406999588,0.227848097681999,3,1
"oocytes_merluccius_states_2f","cone",256,0.250980406999588,0.227848097681999,3,1
"oocytes_merluccius_states_2f","cone",1024,0.250980406999588,0.227848097681999,2,1
"oocytes_merluccius_states_2f","cone",512,0.250980406999588,0.227848097681999,2,1
"oocytes_merluccius_states_2f","rect",512,0.250980406999588,0.227848097681999,2,1
"oocytes_merluccius_states_2f","cone",256,0.250980406999588,0.227848097681999,2,1
"oocytes_merluccius_states_2f","rect",256,0.25098043680191,0.227848097681999,2,1
"oocytes_merluccius_states_2f","cone",512,0.0588235333561897,0.137974685430527,32,0.01
"oocytes_merluccius_states_2f","cone",512,0.0588235333561897,0.0759493708610535,16,0.01
